# RD50 NIEL damage weights, dumped from rd50_niel.root
# pdg,ekin[MeV],weight
2212,6.350000e+02,7.442000e-01
2212,6.450000e+02,7.421000e-01
2212,6.550000e+02,7.400000e-01
2212,6.650000e+02,7.379000e-01
2212,6.750000e+02,7.358000e-01
2212,6.850000e+02,7.347000e-01
2212,6.950000e+02,7.326000e-01
2212,7.050000e+02,7.305000e-01
2212,7.150000e+02,7.284000e-01
2212,7.250000e+02,7.263000e-01
2212,7.350000e+02,7.242000e-01
2212,7.450000e+02,7.232000e-01
2212,7.550000e+02,7.211000e-01
2212,7.650000e+02,7.189000e-01
2212,7.750000e+02,7.168000e-01
2212,7.850000e+02,7.147000e-01
2212,7.950000e+02,7.137000e-01
2212,8.050000e+02,7.116000e-01
2212,8.150000e+02,7.095000e-01
2212,8.250000e+02,7.084000e-01
2212,8.350000e+02,7.074000e-01
2212,8.450000e+02,7.063000e-01
2212,8.550000e+02,7.042000e-01
2212,8.650000e+02,7.032000e-01
2212,8.750000e+02,7.021000e-01
2212,8.850000e+02,7.011000e-01
2212,8.950000e+02,6.989000e-01
2212,9.050000e+02,6.979000e-01
2212,9.150000e+02,6.968000e-01
2212,9.250000e+02,6.958000e-01
2212,9.350000e+02,6.947000e-01
2212,9.450000e+02,6.926000e-01
2212,9.550000e+02,6.916000e-01
2212,9.650000e+02,6.905000e-01
2212,9.750000e+02,6.895000e-01
2212,9.850000e+02,6.874000e-01
2212,9.950000e+02,6.863000e-01
2212,1.005000e+03,6.853000e-01
2212,1.015000e+03,6.842000e-01
2212,1.025000e+03,6.832000e-01
2212,1.035000e+03,6.811000e-01
2212,1.045000e+03,6.800000e-01
2212,1.055000e+03,6.789000e-01
2212,1.065000e+03,6.789000e-01
2212,1.075000e+03,6.779000e-01
2212,1.085000e+03,6.768000e-01
2212,1.095000e+03,6.758000e-01
2212,1.105000e+03,6.758000e-01
2212,1.115000e+03,6.747000e-01
2212,1.125000e+03,6.737000e-01
2212,1.135000e+03,6.726000e-01
2212,1.145000e+03,6.726000e-01
2212,1.155000e+03,6.716000e-01
2212,1.165000e+03,6.705000e-01
2212,1.175000e+03,6.695000e-01
2212,1.185000e+03,6.695000e-01
2212,1.195000e+03,6.684000e-01
2212,1.205000e+03,6.674000e-01
2212,1.215000e+03,6.663000e-01
2212,1.225000e+03,6.663000e-01
2212,1.235000e+03,6.653000e-01
2212,1.245000e+03,6.642000e-01
2212,1.255000e+03,6.632000e-01
2212,1.265000e+03,6.632000e-01
2212,1.275000e+03,6.621000e-01
2212,1.285000e+03,6.611000e-01
2212,1.295000e+03,6.600000e-01
2212,1.305000e+03,6.600000e-01
2212,1.315000e+03,6.589000e-01
2212,1.325000e+03,6.579000e-01
2212,1.335000e+03,6.568000e-01
2212,1.345000e+03,6.568000e-01
2212,1.355000e+03,6.558000e-01
2212,1.365000e+03,6.547000e-01
2212,1.375000e+03,6.547000e-01
2212,1.385000e+03,6.537000e-01
2212,1.395000e+03,6.526000e-01
2212,1.405000e+03,6.526000e-01
2212,1.415000e+03,6.516000e-01
2212,1.425000e+03,6.516000e-01
2212,1.435000e+03,6.505000e-01
2212,1.445000e+03,6.495000e-01
2212,1.455000e+03,6.495000e-01
2212,1.465000e+03,6.484000e-01
2212,1.475000e+03,6.474000e-01
2212,1.485000e+03,6.474000e-01
2212,1.495000e+03,6.463000e-01
2212,1.505000e+03,6.463000e-01
2212,1.515000e+03,6.453000e-01
2212,1.525000e+03,6.442000e-01
2212,1.535000e+03,6.442000e-01
2212,1.545000e+03,6.432000e-01
2212,1.555000e+03,6.432000e-01
2212,1.565000e+03,6.421000e-01
2212,1.575000e+03,6.411000e-01
2212,1.585000e+03,6.411000e-01
2212,1.595000e+03,6.400000e-01
2212,1.605000e+03,6.389000e-01
2212,1.615000e+03,6.389000e-01
2212,1.625000e+03,6.379000e-01
2212,1.635000e+03,6.379000e-01
2212,1.645000e+03,6.368000e-01
2212,1.655000e+03,6.358000e-01
2212,1.665000e+03,6.358000e-01
2212,1.675000e+03,6.347000e-01
2212,1.685000e+03,6.347000e-01
2212,1.695000e+03,6.337000e-01
2212,1.705000e+03,6.326000e-01
2212,1.715000e+03,6.326000e-01
2212,1.725000e+03,6.316000e-01
2212,1.735000e+03,6.316000e-01
2212,1.745000e+03,6.305000e-01
2212,1.755000e+03,6.295000e-01
2212,1.765000e+03,6.295000e-01
2212,1.775000e+03,6.284000e-01
2212,1.785000e+03,6.284000e-01
2212,1.795000e+03,6.284000e-01
2212,1.805000e+03,6.274000e-01
2212,1.815000e+03,6.274000e-01
2212,1.825000e+03,6.263000e-01
2212,1.835000e+03,6.263000e-01
2212,1.845000e+03,6.253000e-01
2212,1.855000e+03,6.253000e-01
2212,1.865000e+03,6.242000e-01
2212,1.875000e+03,6.242000e-01
2212,1.885000e+03,6.232000e-01
2212,1.895000e+03,6.232000e-01
2212,1.905000e+03,6.221000e-01
2212,1.915000e+03,6.221000e-01
2212,1.925000e+03,6.211000e-01
2212,1.935000e+03,6.211000e-01
2212,1.945000e+03,6.211000e-01
2212,1.955000e+03,6.200000e-01
2212,1.965000e+03,6.200000e-01
2212,1.975000e+03,6.189000e-01
2212,1.985000e+03,6.189000e-01
2212,1.995000e+03,6.179000e-01
2212,2.005000e+03,6.179000e-01
2212,2.015000e+03,6.168000e-01
2212,2.025000e+03,6.168000e-01
2212,2.035000e+03,6.158000e-01
2212,2.045000e+03,6.158000e-01
2212,2.055000e+03,6.158000e-01
2212,2.065000e+03,6.147000e-01
2212,2.075000e+03,6.147000e-01
2212,2.085000e+03,6.137000e-01
2212,2.095000e+03,6.137000e-01
2212,2.105000e+03,6.126000e-01
2212,2.115000e+03,6.126000e-01
2212,2.125000e+03,6.116000e-01
2212,2.135000e+03,6.116000e-01
2212,2.145000e+03,6.105000e-01
2212,2.155000e+03,6.105000e-01
2212,2.165000e+03,6.105000e-01
2212,2.175000e+03,6.095000e-01
2212,2.185000e+03,6.095000e-01
2212,2.195000e+03,6.084000e-01
2212,2.205000e+03,6.084000e-01
2212,2.215000e+03,6.074000e-01
2212,2.225000e+03,6.074000e-01
2212,2.235000e+03,6.063000e-01
2212,2.245000e+03,6.063000e-01
2212,2.255000e+03,6.053000e-01
2212,2.265000e+03,6.053000e-01
2212,2.275000e+03,6.053000e-01
2212,2.285000e+03,6.053000e-01
2212,2.295000e+03,6.042000e-01
2212,2.305000e+03,6.042000e-01
2212,2.315000e+03,6.042000e-01
2212,2.325000e+03,6.042000e-01
2212,2.335000e+03,6.042000e-01
2212,2.345000e+03,6.042000e-01
2212,2.355000e+03,6.042000e-01
2212,2.365000e+03,6.032000e-01
2212,2.375000e+03,6.032000e-01
2212,2.385000e+03,6.032000e-01
2212,2.395000e+03,6.032000e-01
2212,2.405000e+03,6.032000e-01
2212,2.415000e+03,6.032000e-01
2212,2.425000e+03,6.032000e-01
2212,2.435000e+03,6.021000e-01
2212,2.445000e+03,6.021000e-01
2212,2.455000e+03,6.021000e-01
2212,2.465000e+03,6.021000e-01
2212,2.475000e+03,6.021000e-01
2212,2.485000e+03,6.021000e-01
2212,2.495000e+03,6.021000e-01
2212,2.505000e+03,6.011000e-01
2212,2.515000e+03,6.011000e-01
2212,2.525000e+03,6.011000e-01
2212,2.535000e+03,6.011000e-01
2212,2.545000e+03,6.011000e-01
2212,2.555000e+03,6.011000e-01
2212,2.565000e+03,6.000000e-01
2212,2.575000e+03,6.000000e-01
2212,2.585000e+03,6.000000e-01
2212,2.595000e+03,6.000000e-01
2212,2.605000e+03,6.000000e-01
2212,2.615000e+03,6.000000e-01
2212,2.625000e+03,6.000000e-01
2212,2.635000e+03,5.989000e-01
2212,2.645000e+03,5.989000e-01
2212,2.655000e+03,5.989000e-01
2212,2.665000e+03,5.989000e-01
2212,2.675000e+03,5.989000e-01
2212,2.685000e+03,5.989000e-01
2212,2.695000e+03,5.989000e-01
2212,2.705000e+03,5.979000e-01
2212,2.715000e+03,5.979000e-01
2212,2.725000e+03,5.979000e-01
2212,2.735000e+03,5.979000e-01
2212,2.745000e+03,5.979000e-01
2212,2.755000e+03,5.979000e-01
2212,2.765000e+03,5.979000e-01
2212,2.775000e+03,5.968000e-01
2212,2.785000e+03,5.968000e-01
2212,2.795000e+03,5.968000e-01
2212,2.805000e+03,5.968000e-01
2212,2.815000e+03,5.968000e-01
2212,2.825000e+03,5.968000e-01
2212,2.835000e+03,5.958000e-01
2212,2.845000e+03,5.958000e-01
2212,2.855000e+03,5.958000e-01
2212,2.865000e+03,5.958000e-01
2212,2.875000e+03,5.958000e-01
2212,2.885000e+03,5.958000e-01
2212,2.895000e+03,5.958000e-01
2212,2.905000e+03,5.947000e-01
2212,2.915000e+03,5.947000e-01
2212,2.925000e+03,5.947000e-01
2212,2.935000e+03,5.947000e-01
2212,2.945000e+03,5.947000e-01
2212,2.955000e+03,5.947000e-01
2212,2.965000e+03,5.947000e-01
2212,2.975000e+03,5.937000e-01
2212,2.985000e+03,5.937000e-01
2212,2.995000e+03,5.937000e-01
2212,3.005000e+03,5.937000e-01
2212,3.015000e+03,5.937000e-01
2212,3.025000e+03,5.937000e-01
2212,3.035000e+03,5.937000e-01
2212,3.045000e+03,5.926000e-01
2212,3.055000e+03,5.926000e-01
2212,3.065000e+03,5.926000e-01
2212,3.075000e+03,5.926000e-01
2212,3.085000e+03,5.926000e-01
2212,3.095000e+03,5.926000e-01
2212,3.105000e+03,5.926000e-01
2212,3.115000e+03,5.916000e-01
2212,3.125000e+03,5.916000e-01
2212,3.135000e+03,5.916000e-01
2212,3.145000e+03,5.916000e-01
2212,3.155000e+03,5.916000e-01
2212,3.165000e+03,5.916000e-01
2212,3.175000e+03,5.905000e-01
2212,3.185000e+03,5.905000e-01
2212,3.195000e+03,5.905000e-01
2212,3.205000e+03,5.905000e-01
2212,3.215000e+03,5.905000e-01
2212,3.225000e+03,5.905000e-01
2212,3.235000e+03,5.905000e-01
2212,3.245000e+03,5.895000e-01
2212,3.255000e+03,5.895000e-01
2212,3.265000e+03,5.895000e-01
2212,3.275000e+03,5.895000e-01
2212,3.285000e+03,5.895000e-01
2212,3.295000e+03,5.895000e-01
2212,3.305000e+03,5.895000e-01
2212,3.315000e+03,5.884000e-01
2212,3.325000e+03,5.884000e-01
2212,3.335000e+03,5.884000e-01
2212,3.345000e+03,5.884000e-01
2212,3.355000e+03,5.884000e-01
2212,3.365000e+03,5.884000e-01
2212,3.375000e+03,5.884000e-01
2212,3.385000e+03,5.874000e-01
2212,3.395000e+03,5.874000e-01
2212,3.405000e+03,5.874000e-01
2212,3.415000e+03,5.874000e-01
2212,3.425000e+03,5.874000e-01
2212,3.435000e+03,5.874000e-01
2212,3.445000e+03,5.874000e-01
2212,3.455000e+03,5.863000e-01
2212,3.465000e+03,5.863000e-01
2212,3.475000e+03,5.863000e-01
2212,3.485000e+03,5.863000e-01
2212,3.495000e+03,5.863000e-01
2212,3.505000e+03,5.863000e-01
2212,3.515000e+03,5.863000e-01
2212,3.525000e+03,5.853000e-01
2212,3.535000e+03,5.853000e-01
2212,3.545000e+03,5.853000e-01
2212,3.555000e+03,5.853000e-01
2212,3.565000e+03,5.853000e-01
2212,3.575000e+03,5.853000e-01
2212,3.585000e+03,5.853000e-01
2212,3.595000e+03,5.842000e-01
2212,3.605000e+03,5.842000e-01
2212,3.615000e+03,5.842000e-01
2212,3.625000e+03,5.842000e-01
2212,3.635000e+03,5.842000e-01
2212,3.645000e+03,5.842000e-01
2212,3.655000e+03,5.842000e-01
2212,3.665000e+03,5.832000e-01
2212,3.675000e+03,5.832000e-01
2212,3.685000e+03,5.832000e-01
2212,3.695000e+03,5.832000e-01
2212,3.705000e+03,5.832000e-01
2212,3.715000e+03,5.832000e-01
2212,3.725000e+03,5.832000e-01
2212,3.735000e+03,5.821000e-01
2212,3.745000e+03,5.821000e-01
2212,3.755000e+03,5.821000e-01
2212,3.765000e+03,5.821000e-01
2212,3.775000e+03,5.821000e-01
2212,3.785000e+03,5.821000e-01
2212,3.795000e+03,5.821000e-01
2212,3.805000e+03,5.811000e-01
2212,3.815000e+03,5.811000e-01
2212,3.825000e+03,5.811000e-01
2212,3.835000e+03,5.811000e-01
2212,3.845000e+03,5.811000e-01
2212,3.855000e+03,5.811000e-01
2212,3.865000e+03,5.811000e-01
2212,3.875000e+03,5.800000e-01
2212,3.885000e+03,5.800000e-01
2212,3.895000e+03,5.800000e-01
2212,3.905000e+03,5.800000e-01
2212,3.915000e+03,5.800000e-01
2212,3.925000e+03,5.800000e-01
2212,3.935000e+03,5.800000e-01
2212,3.945000e+03,5.789000e-01
2212,3.955000e+03,5.789000e-01
2212,3.965000e+03,5.789000e-01
2212,3.975000e+03,5.789000e-01
2212,3.985000e+03,5.789000e-01
2212,3.995000e+03,5.789000e-01
2212,4.005000e+03,5.789000e-01
2212,4.015000e+03,5.779000e-01
2212,4.025000e+03,5.779000e-01
2212,4.035000e+03,5.779000e-01
2212,4.045000e+03,5.779000e-01
2212,4.055000e+03,5.779000e-01
2212,4.065000e+03,5.779000e-01
2212,4.075000e+03,5.779000e-01
2212,4.085000e+03,5.768000e-01
2212,4.095000e+03,5.768000e-01
2212,4.105000e+03,5.768000e-01
2212,4.115000e+03,5.768000e-01
2212,4.125000e+03,5.768000e-01
2212,4.135000e+03,5.768000e-01
2212,4.145000e+03,5.768000e-01
2212,4.155000e+03,5.758000e-01
2212,4.165000e+03,5.758000e-01
2212,4.175000e+03,5.758000e-01
2212,4.185000e+03,5.758000e-01
2212,4.195000e+03,5.758000e-01
2212,4.205000e+03,5.758000e-01
2212,4.215000e+03,5.758000e-01
2212,4.225000e+03,5.747000e-01
2212,4.235000e+03,5.747000e-01
2212,4.245000e+03,5.747000e-01
2212,4.255000e+03,5.747000e-01
2212,4.265000e+03,5.747000e-01
2212,4.275000e+03,5.747000e-01
2212,4.285000e+03,5.747000e-01
2212,4.295000e+03,5.737000e-01
2212,4.305000e+03,5.737000e-01
2212,4.315000e+03,5.737000e-01
2212,4.325000e+03,5.737000e-01
2212,4.335000e+03,5.737000e-01
2212,4.345000e+03,5.737000e-01
2212,4.355000e+03,5.737000e-01
2212,4.365000e+03,5.726000e-01
2212,4.375000e+03,5.726000e-01
2212,4.385000e+03,5.726000e-01
2212,4.395000e+03,5.726000e-01
2212,4.405000e+03,5.726000e-01
2212,4.415000e+03,5.726000e-01
2212,4.425000e+03,5.726000e-01
2212,4.435000e+03,5.716000e-01
2212,4.445000e+03,5.716000e-01
2212,4.455000e+03,5.716000e-01
2212,4.465000e+03,5.716000e-01
2212,4.475000e+03,5.716000e-01
2212,4.485000e+03,5.716000e-01
2212,4.495000e+03,5.716000e-01
2212,4.505000e+03,5.705000e-01
2212,4.515000e+03,5.705000e-01
2212,4.525000e+03,5.705000e-01
2212,4.535000e+03,5.705000e-01
2212,4.545000e+03,5.705000e-01
2212,4.555000e+03,5.705000e-01
2212,4.565000e+03,5.705000e-01
2212,4.575000e+03,5.695000e-01
2212,4.585000e+03,5.695000e-01
2212,4.595000e+03,5.695000e-01
2212,4.605000e+03,5.695000e-01
2212,4.615000e+03,5.695000e-01
2212,4.625000e+03,5.695000e-01
2212,4.635000e+03,5.695000e-01
2212,4.645000e+03,5.684000e-01
2212,4.655000e+03,5.684000e-01
2212,4.665000e+03,5.684000e-01
2212,4.675000e+03,5.684000e-01
2212,4.685000e+03,5.684000e-01
2212,4.695000e+03,5.684000e-01
2212,4.705000e+03,5.684000e-01
2212,4.715000e+03,5.674000e-01
2212,4.725000e+03,5.674000e-01
2212,4.735000e+03,5.674000e-01
2212,4.745000e+03,5.674000e-01
2212,4.755000e+03,5.674000e-01
2212,4.765000e+03,5.674000e-01
2212,4.775000e+03,5.674000e-01
2212,4.785000e+03,5.674000e-01
2212,4.795000e+03,5.663000e-01
2212,4.805000e+03,5.663000e-01
2212,4.815000e+03,5.663000e-01
2212,4.825000e+03,5.663000e-01
2212,4.835000e+03,5.663000e-01
2212,4.845000e+03,5.663000e-01
2212,4.855000e+03,5.663000e-01
2212,4.865000e+03,5.653000e-01
2212,4.875000e+03,5.653000e-01
2212,4.885000e+03,5.653000e-01
2212,4.895000e+03,5.653000e-01
2212,4.905000e+03,5.653000e-01
2212,4.915000e+03,5.653000e-01
2212,4.925000e+03,5.653000e-01
2212,4.935000e+03,5.642000e-01
2212,4.945000e+03,5.642000e-01
2212,4.955000e+03,5.642000e-01
2212,4.965000e+03,5.642000e-01
2212,4.975000e+03,5.642000e-01
2212,4.985000e+03,5.642000e-01
2212,4.995000e+03,5.642000e-01
2212,5.005000e+03,5.632000e-01
2212,5.015000e+03,5.632000e-01
2212,5.025000e+03,5.632000e-01
2212,5.035000e+03,5.632000e-01
2212,5.045000e+03,5.632000e-01
2212,5.055000e+03,5.632000e-01
2212,5.065000e+03,5.632000e-01
2212,5.075000e+03,5.621000e-01
2212,5.085000e+03,5.621000e-01
2212,5.095000e+03,5.621000e-01
2212,5.105000e+03,5.621000e-01
2212,5.115000e+03,5.621000e-01
2212,5.125000e+03,5.621000e-01
2212,5.135000e+03,5.621000e-01
2212,5.145000e+03,5.611000e-01
2212,5.155000e+03,5.611000e-01
2212,5.165000e+03,5.611000e-01
2212,5.175000e+03,5.611000e-01
2212,5.185000e+03,5.611000e-01
2212,5.195000e+03,5.611000e-01
2212,5.205000e+03,5.611000e-01
2212,5.215000e+03,5.611000e-01
2212,5.225000e+03,5.600000e-01
2212,5.235000e+03,5.600000e-01
2212,5.245000e+03,5.600000e-01
2212,5.255000e+03,5.600000e-01
2212,5.265000e+03,5.600000e-01
2212,5.275000e+03,5.600000e-01
2212,5.285000e+03,5.600000e-01
2212,5.295000e+03,5.589000e-01
2212,5.305000e+03,5.589000e-01
2212,5.315000e+03,5.589000e-01
2212,5.325000e+03,5.589000e-01
2212,5.335000e+03,5.589000e-01
2212,5.345000e+03,5.589000e-01
2212,5.355000e+03,5.589000e-01
2212,5.365000e+03,5.579000e-01
2212,5.375000e+03,5.579000e-01
2212,5.385000e+03,5.579000e-01
2212,5.395000e+03,5.579000e-01
2212,5.405000e+03,5.579000e-01
2212,5.415000e+03,5.579000e-01
2212,5.425000e+03,5.579000e-01
2212,5.435000e+03,5.568000e-01
2212,5.445000e+03,5.568000e-01
2212,5.455000e+03,5.568000e-01
2212,5.465000e+03,5.568000e-01
2212,5.475000e+03,5.568000e-01
2212,5.485000e+03,5.568000e-01
2212,5.495000e+03,5.568000e-01
2212,5.505000e+03,5.568000e-01
2212,5.515000e+03,5.558000e-01
2212,5.525000e+03,5.558000e-01
2212,5.535000e+03,5.558000e-01
2212,5.545000e+03,5.558000e-01
2212,5.555000e+03,5.558000e-01
2212,5.565000e+03,5.558000e-01
2212,5.575000e+03,5.558000e-01
2212,5.585000e+03,5.547000e-01
2212,5.595000e+03,5.547000e-01
2212,5.605000e+03,5.547000e-01
2212,5.615000e+03,5.547000e-01
2212,5.625000e+03,5.547000e-01
2212,5.635000e+03,5.547000e-01
2212,5.645000e+03,5.547000e-01
2212,5.655000e+03,5.537000e-01
2212,5.665000e+03,5.537000e-01
2212,5.675000e+03,5.537000e-01
2212,5.685000e+03,5.537000e-01
2212,5.695000e+03,5.537000e-01
2212,5.705000e+03,5.537000e-01
2212,5.715000e+03,5.537000e-01
2212,5.725000e+03,5.537000e-01
2212,5.735000e+03,5.526000e-01
2212,5.745000e+03,5.526000e-01
2212,5.755000e+03,5.526000e-01
2212,5.765000e+03,5.526000e-01
2212,5.775000e+03,5.526000e-01
2212,5.785000e+03,5.526000e-01
2212,5.795000e+03,5.526000e-01
2212,5.805000e+03,5.516000e-01
2212,5.815000e+03,5.516000e-01
2212,5.825000e+03,5.516000e-01
2212,5.835000e+03,5.516000e-01
2212,5.845000e+03,5.516000e-01
2212,5.855000e+03,5.516000e-01
2212,5.865000e+03,5.516000e-01
2212,5.875000e+03,5.505000e-01
2212,5.885000e+03,5.505000e-01
2212,5.895000e+03,5.505000e-01
2212,5.905000e+03,5.505000e-01
2212,5.915000e+03,5.505000e-01
2212,5.925000e+03,5.505000e-01
2212,5.935000e+03,5.505000e-01
2212,5.945000e+03,5.505000e-01
2212,5.955000e+03,5.495000e-01
2212,5.965000e+03,5.495000e-01
2212,5.975000e+03,5.495000e-01
2212,5.985000e+03,5.495000e-01
2212,5.995000e+03,5.495000e-01
2212,6.005000e+03,5.495000e-01
2212,6.015000e+03,5.495000e-01
2212,6.025000e+03,5.484000e-01
2212,6.035000e+03,5.484000e-01
2212,6.045000e+03,5.484000e-01
2212,6.055000e+03,5.484000e-01
2212,6.065000e+03,5.484000e-01
2212,6.075000e+03,5.484000e-01
2212,6.085000e+03,5.484000e-01
2212,6.095000e+03,5.474000e-01
2212,6.105000e+03,5.474000e-01
2212,6.115000e+03,5.474000e-01
2212,6.125000e+03,5.474000e-01
2212,6.135000e+03,5.474000e-01
2212,6.145000e+03,5.474000e-01
2212,6.155000e+03,5.474000e-01
2212,6.165000e+03,5.474000e-01
2212,6.175000e+03,5.463000e-01
2212,6.185000e+03,5.463000e-01
2212,6.195000e+03,5.463000e-01
2212,6.205000e+03,5.463000e-01
2212,6.215000e+03,5.463000e-01
2212,6.225000e+03,5.463000e-01
2212,6.235000e+03,5.463000e-01
2212,6.245000e+03,5.453000e-01
2212,6.255000e+03,5.453000e-01
2212,6.265000e+03,5.453000e-01
2212,6.275000e+03,5.453000e-01
2212,6.285000e+03,5.453000e-01
2212,6.295000e+03,5.453000e-01
2212,6.305000e+03,5.453000e-01
2212,6.315000e+03,5.453000e-01
2212,6.325000e+03,5.442000e-01
2212,6.335000e+03,5.442000e-01
2212,6.345000e+03,5.442000e-01
2212,6.355000e+03,5.442000e-01
2212,6.365000e+03,5.442000e-01
2212,6.375000e+03,5.442000e-01
2212,6.385000e+03,5.442000e-01
2212,6.395000e+03,5.432000e-01
2212,6.405000e+03,5.432000e-01
2212,6.415000e+03,5.432000e-01
2212,6.425000e+03,5.432000e-01
2212,6.435000e+03,5.432000e-01
2212,6.445000e+03,5.432000e-01
2212,6.455000e+03,5.432000e-01
2212,6.465000e+03,5.432000e-01
2212,6.475000e+03,5.421000e-01
2212,6.485000e+03,5.421000e-01
2212,6.495000e+03,5.421000e-01
2212,6.505000e+03,5.421000e-01
2212,6.515000e+03,5.421000e-01
2212,6.525000e+03,5.421000e-01
2212,6.535000e+03,5.421000e-01
2212,6.545000e+03,5.411000e-01
2212,6.555000e+03,5.411000e-01
2212,6.565000e+03,5.411000e-01
2212,6.575000e+03,5.411000e-01
2212,6.585000e+03,5.411000e-01
2212,6.595000e+03,5.411000e-01
2212,6.605000e+03,5.411000e-01
2212,6.615000e+03,5.411000e-01
2212,6.625000e+03,5.400000e-01
2212,6.635000e+03,5.400000e-01
2212,6.645000e+03,5.400000e-01
2212,6.655000e+03,5.400000e-01
2212,6.665000e+03,5.400000e-01
2212,6.675000e+03,5.400000e-01
2212,6.685000e+03,5.400000e-01
2212,6.695000e+03,5.389000e-01
2212,6.705000e+03,5.389000e-01
2212,6.715000e+03,5.389000e-01
2212,6.725000e+03,5.389000e-01
2212,6.735000e+03,5.389000e-01
2212,6.745000e+03,5.389000e-01
2212,6.755000e+03,5.389000e-01
2212,6.765000e+03,5.389000e-01
2212,6.775000e+03,5.379000e-01
2212,6.785000e+03,5.379000e-01
2212,6.795000e+03,5.379000e-01
2212,6.805000e+03,5.379000e-01
2212,6.815000e+03,5.379000e-01
2212,6.825000e+03,5.379000e-01
2212,6.835000e+03,5.379000e-01
2212,6.845000e+03,5.368000e-01
2212,6.855000e+03,5.368000e-01
2212,6.865000e+03,5.368000e-01
2212,6.875000e+03,5.368000e-01
2212,6.885000e+03,5.368000e-01
2212,6.895000e+03,5.368000e-01
2212,6.905000e+03,5.368000e-01
2212,6.915000e+03,5.368000e-01
2212,6.925000e+03,5.358000e-01
2212,6.935000e+03,5.358000e-01
2212,6.945000e+03,5.358000e-01
2212,6.955000e+03,5.358000e-01
2212,6.965000e+03,5.358000e-01
2212,6.975000e+03,5.358000e-01
2212,6.985000e+03,5.358000e-01
2212,6.995000e+03,5.347000e-01
2212,7.005000e+03,5.347000e-01
2212,7.015000e+03,5.347000e-01
2212,7.025000e+03,5.347000e-01
2212,7.035000e+03,5.347000e-01
2212,7.045000e+03,5.347000e-01
2212,7.055000e+03,5.347000e-01
2212,7.065000e+03,5.347000e-01
2212,7.075000e+03,5.337000e-01
2212,7.085000e+03,5.337000e-01
2212,7.095000e+03,5.337000e-01
2212,7.105000e+03,5.337000e-01
2212,7.115000e+03,5.337000e-01
2212,7.125000e+03,5.337000e-01
2212,7.135000e+03,5.337000e-01
2212,7.145000e+03,5.326000e-01
2212,7.155000e+03,5.326000e-01
2212,7.165000e+03,5.326000e-01
2212,7.175000e+03,5.326000e-01
2212,7.185000e+03,5.326000e-01
2212,7.195000e+03,5.326000e-01
2212,7.205000e+03,5.326000e-01
2212,7.215000e+03,5.326000e-01
2212,7.225000e+03,5.316000e-01
2212,7.413000e+03,5.316000e-01
2212,7.245000e+03,5.316000e-01
2212,7.255000e+03,5.316000e-01
2212,7.265000e+03,5.316000e-01
2212,7.275000e+03,5.316000e-01
2212,7.285000e+03,5.316000e-01
2212,7.295000e+03,5.316000e-01
2212,7.305000e+03,5.305000e-01
2212,7.315000e+03,5.305000e-01
2212,7.325000e+03,5.305000e-01
2212,7.335000e+03,5.305000e-01
2212,7.345000e+03,5.305000e-01
2212,7.355000e+03,5.305000e-01
2212,7.365000e+03,5.305000e-01
2212,7.375000e+03,5.295000e-01
2212,7.385000e+03,5.295000e-01
2212,7.395000e+03,5.295000e-01
2212,7.405000e+03,5.295000e-01
2212,7.415000e+03,5.295000e-01
2212,7.425000e+03,5.295000e-01
2212,7.435000e+03,5.295000e-01
2212,7.445000e+03,5.295000e-01
2212,7.455000e+03,5.284000e-01
2212,7.465000e+03,5.284000e-01
2212,7.475000e+03,5.284000e-01
2212,7.485000e+03,5.284000e-01
2212,7.495000e+03,5.284000e-01
2212,7.505000e+03,5.284000e-01
2212,7.515000e+03,5.284000e-01
2212,7.525000e+03,5.284000e-01
2212,7.535000e+03,5.274000e-01
2212,7.545000e+03,5.274000e-01
2212,7.555000e+03,5.274000e-01
2212,7.565000e+03,5.274000e-01
2212,7.575000e+03,5.274000e-01
2212,7.585000e+03,5.274000e-01
2212,7.595000e+03,5.274000e-01
2212,7.605000e+03,5.263000e-01
2212,7.615000e+03,5.263000e-01
2212,7.625000e+03,5.263000e-01
2212,7.635000e+03,5.263000e-01
2212,7.645000e+03,5.263000e-01
2212,7.655000e+03,5.263000e-01
2212,7.665000e+03,5.263000e-01
2212,7.675000e+03,5.263000e-01
2212,7.685000e+03,5.253000e-01
2212,7.695000e+03,5.253000e-01
2212,7.705000e+03,5.253000e-01
2212,7.715000e+03,5.253000e-01
2212,7.725000e+03,5.253000e-01
2212,7.735000e+03,5.253000e-01
2212,7.745000e+03,5.253000e-01
2212,7.755000e+03,5.253000e-01
2212,7.765000e+03,5.242000e-01
2212,7.775000e+03,5.242000e-01
2212,7.785000e+03,5.242000e-01
2212,7.795000e+03,5.242000e-01
2212,7.805000e+03,5.242000e-01
2212,7.815000e+03,5.242000e-01
2212,7.825000e+03,5.242000e-01
2212,7.835000e+03,5.242000e-01
2212,7.845000e+03,5.232000e-01
2212,7.855000e+03,5.232000e-01
2212,7.865000e+03,5.232000e-01
2212,7.875000e+03,5.232000e-01
2212,7.885000e+03,5.232000e-01
2212,7.895000e+03,5.232000e-01
2212,7.905000e+03,5.232000e-01
2212,7.915000e+03,5.221000e-01
2212,7.925000e+03,5.221000e-01
2212,7.935000e+03,5.221000e-01
2212,7.945000e+03,5.221000e-01
2212,7.955000e+03,5.221000e-01
2212,7.965000e+03,5.221000e-01
