# Optical properties of quartz Spectrasil2000 & QE of MCP-PMT XP85012
# Number of elements: 
880
# PhotonEnergy [eV]   AbsorptionLength [cm]   RefractionIndex   QuantumEfficiency
            1.51195                 12057.5           1.45298                   0
             1.5138                 14083.7           1.45299                   0
            1.51565                 13766.6           1.45301                   0
             1.5175                 11149.1           1.45303                   0
            1.51936                 11339.5           1.45304                   0
            1.52123                   12540           1.45306                   0
             1.5231                   10753           1.45308                   0
            1.52497                 10679.7           1.45309                   0
            1.52685                 11661.7           1.45311                   0
            1.52873                 11446.6           1.45313                   0
            1.53062                 11879.4           1.45314                   0
            1.53251                 10581.9           1.45316                   0
            1.53441                   11609           1.45318                   0
            1.53631                 10540.2           1.45319                   0
            1.53821                 10609.9           1.45321                   0
            1.54012                 8814.39           1.45323                   0
            1.54204                 8709.73           1.45325                   0
            1.54396                 9154.92           1.45326                   0
            1.54589                 8910.62           1.45328                   0
            1.54782                 8565.09            1.4533                   0
            1.54975                 9989.43           1.45331                   0
            1.55169                 10662.7           1.45333                   0
            1.55363                 9835.36           1.45335                   0
            1.55558                 10109.5           1.45337                   0
            1.55754                 11669.9           1.45338                   0
             1.5595                 10115.6            1.4534                   0
            1.56146                 9680.78           1.45342                   0
            1.56343                 10440.1           1.45344                   0
             1.5654                 9483.31           1.45345                   0
            1.56738                 9077.99           1.45347                   0
            1.56937                 8886.83           1.45349                   0
            1.57136                 9887.74           1.45351                   0
            1.57335                 9147.07           1.45353                   0
            1.57535                 8553.17           1.45354                   0
            1.57735                 10766.3           1.45356                   0
            1.57936                 9309.77           1.45358                   0
            1.58138                 8825.23            1.4536                   0
             1.5834                   10059           1.45361                   0
            1.58542                 11487.2           1.45363                   0
            1.58745                 9061.75           1.45365                   0
            1.58949                 9453.94           1.45367                   0
            1.59153                 13477.6           1.45369                   0
            1.59357                 11920.9           1.45371                   0
            1.59562                 10347.7           1.45372                   0
            1.59768                 9947.08           1.45374                   0
            1.59974                 9613.99           1.45376                   0
            1.60181                 8908.22           1.45378                   0
            1.60388                 9588.38            1.4538                   0
            1.60596                   10886           1.45382                   0
            1.60804                 9108.47           1.45383                   0
            1.61013                 8692.28           1.45385                   0
            1.61222                 8684.64           1.45387                   0
            1.61432                 8673.85           1.45389                   0
            1.61643                 10006.5           1.45391                   0
            1.61854                  8362.2           1.45393                   0
            1.62065                 8499.98           1.45395                   0
            1.62277                 8196.07           1.45397                   0
             1.6249                 8503.37           1.45398                   0
            1.62703                 8703.71             1.454                   0
            1.62917                 8247.21           1.45402                   0
            1.63132                 8968.87           1.45404                   0
            1.63347                 10025.4           1.45406                   0
            1.63562                  8495.1           1.45408                   0
            1.63778                 9090.44            1.4541                   0
            1.63995                  7348.7           1.45412                   0
            1.64212                 6985.31           1.45414                   0
             1.6443                 8265.87           1.45416                   0
            1.64648                 8196.47           1.45418                   0
            1.64867                 8417.99            1.4542                   0
            1.65087                  8220.7           1.45422                   0
            1.65307                  7929.1           1.45423                   0
            1.65527                 7089.84           1.45425                   0
            1.65749                 7142.57           1.45427                   0
            1.65971                 6029.66           1.45429                   0
            1.66193                 6652.67           1.45431                   0
            1.66416                 6090.11           1.45433                   0
             1.6664                 6668.48           1.45435                   0
            1.66864                 6745.95           1.45437                   0
            1.67089                 6193.83           1.45439                   0
            1.67314                 5448.14           1.45441                   0
            1.67541                 5113.36           1.45443                   0
            1.67767                 5263.34           1.45445                   0
            1.67995                 5051.55           1.45447                   0
            1.68223                 5287.77           1.45449                   0
            1.68451                  4977.7           1.45451                   0
             1.6868                 4618.24           1.45453                   0
             1.6891                 4305.09           1.45456                   0
            1.69141                 4278.88           1.45458                   0
            1.69372                 4104.84            1.4546                   0
            1.69603                 3972.64           1.45462                   0
            1.69836                  3824.7           1.45464                   0
            1.70069                 3321.36           1.45466                   0
            1.70302                 3404.79           1.45468                   0
            1.70536                 3224.11            1.4547                   0
            1.70771                 3170.67           1.45472                   0
            1.71007                 3338.81           1.45474                   0
            1.71243                 3266.66           1.45476                   0
             1.7148                  3498.6           1.45479                   0
            1.71717                 3681.34           1.45481                   0
            1.71956                 3846.83           1.45483                   0
            1.72194                    4164           1.45485                   0
            1.72434                 4452.22           1.45487                   0
            1.72674                 5582.66           1.45489                   0
            1.72915                 5852.34           1.45491                   0
            1.73156                 6717.85           1.45494                   0
            1.73399                 6897.01           1.45496                   0
            1.73641                 8024.52           1.45498                   0
            1.73885                 7052.72             1.455                   0
            1.74129                 7266.13           1.45502                   0
            1.74374                  7555.4           1.45504                   0
             1.7462                 8204.14           1.45507                   0
            1.74866                  6842.3           1.45509                   0
            1.75113                 6577.01           1.45511                   0
            1.75361                 6665.74           1.45513                   0
            1.75609                 7791.78           1.45516                   0
            1.75858                 7159.82           1.45518                   0
            1.76108                 7329.74            1.4552                   0
            1.76358                 6550.73           1.45522                   0
             1.7661                 7658.27           1.45524                   0
            1.76862                 7527.43           1.45527                   0
            1.77114                  6680.9           1.45529                   0
            1.77368                 6921.32           1.45531                   0
            1.77622                 7534.53           1.45534                   0
            1.77877                 7105.91           1.45536                   0
            1.78132                 6576.86           1.45538                   0
            1.78388                 7105.52           1.45541                   0
            1.78646                 7516.12           1.45543                   0
            1.78903                 6586.22           1.45545                   0
            1.79162                  6678.6           1.45548                   0
            1.79421                 6528.98            1.4555                   0
            1.79681                 6754.96           1.45552                   0
            1.79942                 6190.62           1.45555                   0
            1.80203                  6633.9           1.45557                   0
            1.80466                  6118.1           1.45559                   0
            1.80729                 6332.51           1.45562                   0
            1.80993                 6914.27           1.45564                   0
            1.81257                 6516.36           1.45567                   0
            1.81523                 6239.68           1.45569                   0
            1.81789                 6485.72           1.45571                   0
            1.82056                 6374.42           1.45574                   0
            1.82324                 6764.41           1.45576                   0
            1.82592                 6742.36           1.45579                   0
            1.82861                  6572.9           1.45581                   0
            1.83131                 6307.78           1.45584                   0
            1.83402                  6397.4           1.45586                   0
            1.83674                 6387.81           1.45589                   0
            1.83947                 6378.99           1.45591                   0
             1.8422                 6463.05           1.45593                   0
            1.84494                 6303.98           1.45596                   0
            1.84769                 6722.72           1.45598                   0
            1.85045                 6406.16           1.45601                   0
            1.85321                 6565.68           1.45603                   0
            1.85599                 6819.33           1.45606                   0
            1.85877                 6328.03           1.45609                   0
            1.86156                 6090.01           1.45611                   0
            1.86436                  6770.2           1.45614                   0
            1.86717                 5914.52           1.45616                   0
            1.86998                 5752.02           1.45619                   0
            1.87281                 6257.32           1.45621                   0
            1.87564                 6413.27           1.45624                   0
            1.87848                 5903.16           1.45627                   0
            1.88134                 5793.12           1.45629                   0
            1.88419                 5770.87           1.45632                   0
            1.88706                 6059.61           1.45635                   0
            1.88994                 5976.07           1.45637                   0
            1.89282                 5776.72            1.4564                   0
            1.89572                 5679.77           1.45643                   0
            1.89862                 5875.57           1.45645                   0
            1.90153                 5844.96           1.45648                   0
            1.90445                  5827.5           1.45651                   0
            1.90738                 6085.94           1.45654                   0
            1.91032                 5735.58           1.45656                   0
            1.91327                  5706.5           1.45659                   0
            1.91623                 6058.46           1.45662                   0
             1.9192                 6025.58           1.45664                   0
            1.92217                 5732.59           1.45667                   0
            1.92516                 5292.18            1.4567                   0
            1.92815                 5346.84           1.45673                   0
            1.93115                 5517.05           1.45676                   0
            1.93417                 5371.91           1.45678                   0
            1.93719                 5128.82           1.45681                   0
            1.94022                 5283.72           1.45684                   0
            1.94326                 5522.64           1.45687                   0
            1.94631                 5623.17            1.4569                   0
            1.94937                  5801.2           1.45692                   0
            1.95244                 5416.49           1.45695                   0
            1.95552                 5253.11           1.45698                   0
            1.95861                 5106.41           1.45701                   0
            1.96171                 5271.79           1.45704                   0
            1.96482                 5350.39           1.45707                   0
            1.96794                 4918.41            1.4571                   0
            1.97107                 4775.55           1.45713                   0
             1.9742                 5048.62           1.45716                   0
            1.97735                 4791.19           1.45719                   0
            1.98051                  5175.5           1.45722                   0
            1.98368                 4889.51           1.45725                   0
            1.98686                 4715.69           1.45728                   0
            1.99005                 4655.05           1.45731                   0
            1.99325                 4546.09           1.45734                   0
            1.99646                 4686.26           1.45737                   0
            1.99968                 4685.33            1.4574                   0
            2.00291                 4782.69           1.45743                   0
            2.00615                 4791.15           1.45746                   0
             2.0094                    4567           1.45749                   0
            2.01266                 4555.15           1.45752         0.000603488
            2.01593                 4630.48           1.45756          0.00132496
            2.01922                 4449.01           1.45759          0.00204879
            2.02251                 4489.24           1.45762          0.00277497
            2.02582                 4195.16           1.45765          0.00350353
            2.02913                 4350.13           1.45768          0.00423448
            2.03246                 4486.32           1.45771          0.00496782
             2.0358                 4311.57           1.45775          0.00570357
            2.03914                 4346.81           1.45778          0.00644174
             2.0425                 4370.95           1.45781          0.00718234
            2.04587                 4457.37           1.45784          0.00792538
            2.04926                 4564.34           1.45787          0.00867089
            2.05265                 4528.91           1.45791          0.00941886
            2.05605                 4279.44           1.45794           0.0101693
            2.05947                 4361.76           1.45797           0.0109223
             2.0629                 4266.35             1.458           0.0116777
            2.06633                 4380.62           1.45804           0.0124357
            2.06978                 4391.72           1.45807           0.0131962
            2.07324                 4371.55            1.4581           0.0139592
            2.07672                    4522           1.45814           0.0147248
             2.0802                 4557.19           1.45817            0.015493
             2.0837                 4344.64            1.4582           0.0162637
            2.08721                 4223.66           1.45824           0.0170371
            2.09073                 4226.52           1.45827            0.017813
            2.09426                 4214.77           1.45831           0.0185916
             2.0978                 4265.91           1.45834           0.0193728
            2.10136                 4314.81           1.45838           0.0201567
            2.10492                 4180.91           1.45841           0.0209422
             2.1085                 4281.24           1.45845           0.0217303
             2.1121                 4487.77           1.45848           0.0225212
             2.1157                 4466.63           1.45852           0.0233148
            2.11932                 4605.61           1.45856            0.024111
            2.12295                  4516.4           1.45859           0.0242948
            2.12659                 4357.74           1.45863           0.0244792
            2.13024                 4676.07           1.45866           0.0246642
            2.13391                 4929.74            1.4587           0.0248498
            2.13759                 4863.94           1.45874           0.0250361
            2.14128                 4666.59           1.45877           0.0255008
            2.14498                 4647.73           1.45881           0.0259671
             2.1487                 4514.46           1.45885            0.026435
            2.15243                 4308.44           1.45889           0.0269046
            2.15617                    4599           1.45892           0.0273757
            2.15993                 4918.94           1.45896           0.0276054
             2.1637                 4857.92             1.459           0.0278359
            2.16748                 4740.43           1.45903           0.0280672
            2.17128                 4850.82           1.45907           0.0282992
            2.17509                 4726.37           1.45911           0.0285322
            2.17891                 4617.67           1.45915           0.0296464
            2.18275                 4517.97           1.45919           0.0307646
             2.1866                  4246.9           1.45922           0.0318868
            2.19046                 4323.95           1.45926           0.0330129
            2.19434                 4539.88            1.4593            0.034143
            2.19823                 4566.95           1.45934            0.034927
            2.20213                 4862.73           1.45938           0.0357138
            2.20605                 5121.36           1.45942           0.0365035
            2.20998                 4887.94           1.45946           0.0372959
            2.21393                 4875.82            1.4595           0.0380912
            2.21789                 5110.65           1.45954           0.0388852
            2.22186                 5101.39           1.45958           0.0396821
            2.22585                 5100.88           1.45962           0.0404818
            2.22986                 5185.85           1.45966           0.0412845
            2.23387                 5183.42            1.4597             0.04209
            2.23791                    5350           1.45975           0.0427888
            2.24195                 5545.73           1.45979             0.04349
            2.24601                 5462.92           1.45983           0.0441939
            2.25009                 5245.71           1.45987           0.0449003
            2.25418                 5359.82           1.45991           0.0456092
            2.25829                  5399.1           1.45996            0.046386
            2.26241                 5248.18              1.46           0.0471657
            2.26654                 5572.24           1.46004           0.0479482
             2.2707                 5647.23           1.46009           0.0487335
            2.27486                 5441.83           1.46013           0.0495218
            2.27904                 5424.38           1.46017           0.0503124
            2.28324                 5654.86           1.46022           0.0511058
            2.28745                  5589.6           1.46026           0.0519023
            2.29168                 5627.61           1.46031           0.0527016
            2.29593                 5938.15           1.46035           0.0535039
            2.30019                 5874.43           1.46039           0.0545754
            2.30446                 5955.23           1.46044           0.0556509
            2.30875                 5887.32           1.46048           0.0567303
            2.31306                 6014.47           1.46053           0.0578138
            2.31738                 5925.86           1.46057           0.0589014
            2.32172                 5759.84           1.46062           0.0607477
            2.32608                 5831.67           1.46066           0.0626009
            2.33045                 6416.52           1.46071           0.0644611
            2.33484                 6792.22           1.46075           0.0663283
            2.33925                 6558.62            1.4608           0.0682026
            2.34367                 6339.55           1.46085           0.0701951
            2.34811                 6171.57           1.46089           0.0721951
            2.35256                 5976.79           1.46094           0.0742028
            2.35703                 6074.57           1.46099           0.0762181
            2.36152                 6251.36           1.46103            0.078241
            2.36603                 6178.66           1.46108           0.0812495
            2.37055                  6174.3           1.46113           0.0842695
             2.3751                 6349.78           1.46118            0.087301
            2.37965                 6112.55           1.46123           0.0903442
            2.38423                 6322.74           1.46128           0.0933991
            2.38882                  5874.7           1.46133           0.0966295
            2.39344                  6160.3           1.46138           0.0998724
            2.39807                 6100.82           1.46144            0.103128
            2.40271                 6043.85           1.46149            0.106396
            2.40738                 5584.07           1.46154            0.109677
            2.41206                 5230.66           1.46159             0.11218
            2.41676                 5150.21           1.46164            0.114692
            2.42148                  5486.7           1.46169            0.117215
            2.42622                 6018.45           1.46175            0.119747
            2.43098                 5334.08            1.4618             0.12229
            2.43576                 4945.97           1.46185            0.123772
            2.44055                 4938.44            1.4619             0.12526
            2.44536                 5076.67           1.46196            0.126754
             2.4502                  4888.5           1.46201            0.128254
            2.45505                 4509.28           1.46206             0.12976
            2.45992                 4692.47           1.46212            0.130429
            2.46481                 4902.71           1.46217              0.1311
            2.46972                 4767.89           1.46223            0.131774
            2.47465                 4860.02           1.46228            0.132451
             2.4796                 4860.22           1.46233             0.13313
            2.48457                 4842.79           1.46239            0.133825
            2.48956                 5264.15           1.46244            0.134521
            2.49457                 5457.33            1.4625            0.135221
             2.4996                 5138.56           1.46255            0.135924
            2.50465                 4850.35           1.46261            0.136629
            2.50972                 4712.94           1.46267             0.13674
            2.51481                 4533.44           1.46272            0.136851
            2.51992                 4522.65           1.46278            0.136963
            2.52505                 4870.09           1.46284            0.137075
             2.5302                 5018.23           1.46289            0.137188
            2.53538                 4967.84           1.46295            0.137946
            2.54057                 5081.86           1.46301            0.138708
            2.54579                 4896.89           1.46308            0.139472
            2.55103                 5035.75           1.46314             0.14024
            2.55629                 4823.14            1.4632            0.141011
            2.56157                 5600.66           1.46326            0.143063
            2.56687                 6008.92           1.46332            0.145124
             2.5722                 6060.05           1.46339            0.147193
            2.57755                 6381.85           1.46345            0.149271
            2.58292                 6865.87           1.46351            0.151357
            2.58831                 6959.87           1.46358            0.152411
            2.59372                 7010.76           1.46364            0.153469
            2.59916                 7078.14           1.46371            0.154532
            2.60462                 7304.25           1.46377            0.155599
            2.61011                 7093.41           1.46383             0.15667
            2.61561                 6934.71            1.4639            0.158349
            2.62114                 6769.26           1.46396            0.160034
            2.62669                 6637.03           1.46403            0.161727
            2.63227                  7790.4            1.4641            0.163427
            2.63787                  6967.7           1.46416            0.165135
             2.6435                 7336.66           1.46423            0.165215
            2.64915                 7168.11            1.4643            0.165296
            2.65482                 6766.29           1.46436            0.165377
            2.66052                 6934.87           1.46443            0.165458
            2.66624                 7055.96            1.4645             0.16554
            2.67198                 7782.03           1.46456            0.168134
            2.67775                 7346.41           1.46463            0.170739
            2.68355                 7847.76            1.4647            0.173355
            2.68937                 8341.04           1.46477            0.175983
            2.69522                 7745.01           1.46484            0.178622
            2.70109                 7177.32           1.46491            0.180839
            2.70699                 7488.85           1.46498            0.183065
            2.71291                 7990.88           1.46505              0.1853
            2.71886                 7955.46           1.46512            0.187546
            2.72484                 8104.51           1.46519            0.189801
            2.73084                 7602.15           1.46526            0.190908
            2.73687                  8572.2           1.46534             0.19202
            2.74292                 9542.06           1.46542            0.193137
              2.749                 8293.76            1.4655            0.194259
            2.75511                 8744.62           1.46557            0.195385
            2.76125                 8213.58           1.46565            0.197107
            2.76741                 9258.11           1.46573            0.198836
             2.7736                 8754.93           1.46581            0.200572
            2.77982                 8776.55           1.46589            0.202317
            2.78607                 8673.88           1.46597            0.204069
            2.79234                 9232.67           1.46605            0.205326
            2.79865                 8087.54           1.46613            0.206588
            2.80498                 9828.85           1.46621            0.207856
            2.81134                 11918.4           1.46629             0.20913
            2.81773                 9656.51           1.46637             0.21041
            2.82415                 9084.49           1.46646            0.210022
            2.83059                 9402.49           1.46654            0.209633
            2.83707                 10386.4           1.46662            0.209241
            2.84358                 11590.7            1.4667            0.208848
            2.85011                 11397.6           1.46679            0.208453
            2.85668                 8793.37           1.46687            0.209131
            2.86328                 11625.7           1.46696            0.209811
            2.86991                 10560.2           1.46704            0.210495
            2.87657                 11182.2           1.46713            0.211182
            2.88326                 10639.5           1.46721            0.211873
            2.88998                 11209.4            1.4673            0.213663
            2.89673                 10839.7           1.46738            0.215462
            2.90351                 10583.9           1.46747            0.217269
            2.91033                 11584.1           1.46756            0.219085
            2.91718                 12219.4           1.46764            0.220909
            2.92406                  9336.2           1.46773            0.221313
            2.93097                 9654.91           1.46782            0.221719
            2.93791                 11366.8           1.46791            0.222127
            2.94489                 11299.8             1.468            0.222537
             2.9519                 11385.7           1.46809            0.222949
            2.95895                  9915.4           1.46819            0.224175
            2.96603                 10685.8           1.46828            0.225406
            2.97314                   10674           1.46838            0.226644
            2.98029                   12964           1.46848            0.227887
            2.98747                 11843.6           1.46859            0.229137
            2.99469                   11543           1.46869            0.229239
            3.00194                 13338.8           1.46879            0.229342
            3.00922                 10463.9           1.46889            0.229446
            3.01655                 14787.8           1.46899             0.22955
             3.0239                 11856.7            1.4691            0.229654
             3.0313                 12075.4            1.4692            0.230149
            3.03873                   12705            1.4693            0.230646
            3.04619                 10609.6           1.46941            0.231146
            3.05369                 10013.2           1.46951            0.231649
            3.06123                 10626.4           1.46962            0.232153
            3.06881                 12890.3           1.46973            0.233597
            3.07643                 13581.1           1.46983            0.235049
            3.08408                 11229.7           1.46994            0.236507
            3.09177                 11472.1           1.47005            0.237973
             3.0995                 10195.6           1.47016            0.239446
            3.10727                 10548.6           1.47026            0.239794
            3.11508                 9966.17           1.47037            0.240144
            3.12292                 9673.65           1.47048            0.240496
            3.13081                   10448           1.47059            0.240849
            3.13873                 9235.51           1.47071            0.241205
             3.1467                 10901.9           1.47082            0.241242
            3.15471                 9225.32           1.47093            0.241279
            3.16276                 11731.5           1.47104            0.241317
            3.17084                 9566.08           1.47116            0.241355
            3.17897                 12271.8           1.47127            0.241393
            3.18715                 14356.1           1.47138             0.24078
            3.19536                 10715.1            1.4715            0.240164
            3.20362                 10488.9           1.47162            0.239545
            3.21192                   11085           1.47173            0.238923
            3.22026                 10754.4           1.47185            0.238297
            3.22865                 11265.8           1.47198            0.238017
            3.23708                 10101.9           1.47211            0.237736
            3.24555                 9025.44           1.47224            0.237453
            3.25407                 11559.7           1.47238            0.237168
            3.26263                 10259.3           1.47251            0.236882
            3.27124                 9857.02           1.47264            0.236787
            3.27989                 12999.2           1.47278            0.236691
            3.28859                 13345.5           1.47292            0.236595
            3.29734                 23646.7           1.47305            0.236498
            3.30613                 15601.3           1.47319            0.236401
            3.31497                 15518.7           1.47333            0.236576
            3.32386                 19566.8           1.47347            0.236752
             3.3328                 14939.7           1.47361            0.236929
            3.34178                 15236.9           1.47375            0.237106
            3.35081                   11883           1.47389            0.237285
            3.35989                 13499.1           1.47403            0.237076
            3.36902                 11113.4           1.47417            0.236867
             3.3782                 12880.7           1.47432            0.236656
            3.38743                 11690.4           1.47446            0.236444
            3.39671                 11697.1           1.47461            0.236231
            3.40604                 10168.6           1.47475            0.236046
            3.41543                 10994.1            1.4749             0.23586
            3.42486                 9144.58           1.47505            0.235673
            3.43435                  9802.3           1.47519            0.235485
            3.44389                 8845.76           1.47534            0.235296
            3.45348                 8441.16           1.47549            0.234754
            3.46313                 7968.34           1.47564            0.234209
            3.47283                 8982.26            1.4758            0.233661
            3.48258                 8789.07           1.47595             0.23311
            3.49239                 8059.54            1.4761            0.232556
            3.50226                 7160.54           1.47626            0.232441
            3.51218                 8608.07           1.47641            0.232326
            3.52216                  8334.9           1.47657             0.23221
            3.53219                 8199.58           1.47672            0.232093
            3.54229                 7473.83           1.47688            0.231976
            3.55244                 7992.58           1.47706            0.232028
            3.56264                 7598.74           1.47724            0.232081
            3.57291                 7569.08           1.47743            0.232134
            3.58324                 7586.28           1.47761            0.232188
            3.59362                 7994.28            1.4778            0.232241
            3.60407                 7676.33           1.47798            0.232159
            3.61458                 8582.41           1.47817            0.232076
            3.62515                 8527.88           1.47836            0.231993
            3.63578                 8731.97           1.47855            0.231909
            3.64647                 7097.15           1.47874            0.231825
            3.65723                 7442.32           1.47893            0.231847
            3.66805                 7232.72           1.47912             0.23187
            3.67893                 7802.04           1.47931            0.231893
